,image_name,x1,x2,y1,y2
56,147336093666811.png,172.0,231.0,45.0,446.0
57,1473231545775DeeplearnS11336.png,32.0,88.0,38.0,406.0
58,1473225536011PNG_9682.png,71.0,127.0,52.0,429.0
59,JPEG_20160421_133640_100017912101.png,66.0,197.0,142.0,355.0
60,1470749947263DSC_0019.png,109.0,180.0,76.0,446.0
61,JPEG_20160711_160644_1000143316461.png,141.0,197.0,40.0,447.0
62,JPEG_20160622_101942_1000586477601.png,105.0,235.0,134.0,378.0
63,1474634564301DSC05925.png,57.0,143.0,74.0,366.0
64,JPEG_20160621_113529_1000866923181.png,112.0,225.0,117.0,347.0
65,1474637521667DSC06781.png,58.0,141.0,74.0,371.0
66,1467740066693DSC_0101.png,127.0,238.0,116.0,369.0
67,147394552763411472560291748-Louis-Philippe-Brown-Ultra-Fit-Single-Breasted-Blazer-3361472560291540-4.png,49.0,202.0,175.0,351.0
68,JPEG_20161202_174452_1000344284118.png,28.0,81.0,34.0,373.0
69,14765286186304.png,122.0,181.0,41.0,462.0
70,JPEG_20160526_165723_1000363196839.png,70.0,126.0,57.0,393.0
71,1472628938044w_molokini_ii_blk_glry_01.png,85.0,254.0,181.0,437.0
72,1468411767118DSC_0377.png,62.0,117.0,51.0,413.0
73,147323549746360143_XXX_v1.png,152.0,217.0,74.0,374.0
74,1475559170722navy-camoflauge-floral-wasting-time-dress.png,33.0,84.0,43.0,369.0
75,1468665307453JPEG_20160712_161218_1000974583482.png,169.0,227.0,66.0,339.0
76,1470922101907DSC_0237.png,58.0,125.0,61.0,381.0
77,JPEG_20160513_143421_1000880011272.png,145.0,210.0,70.0,441.0
78,JPEG_20161125_192936_100072040865.png,156.0,261.0,116.0,380.0
79,147444115153611472727530823-Roadster-Men-Grey-Melange-Printed-T-Shirt-9021472727530896-2.png,38.0,96.0,54.0,420.0
80,1476530709615DSC_48571.png,146.0,200.0,42.0,411.0
81,1479453153634Sin16-11-201611274.png,48.0,207.0,183.0,363.0
82,JPEG_20161102_161838_1000553142087.png,88.0,149.0,44.0,452.0
83,1473837927553DSC_5901.png,55.0,116.0,53.0,443.0
84,1467982262655DSC_0020.png,40.0,102.0,45.0,424.0
85,1473418082472black-kasey-v-neck-shift-dress.png,53.0,156.0,106.0,337.0
86,1469431208654DSC_0006.png,78.0,134.0,60.0,374.0
87,JPEG_20160627_111128_1000792292917.png,65.0,201.0,152.0,327.0
88,1473749861454IMG_1145.png,165.0,222.0,48.0,428.0
89,1472040810208w_peg_33_white_black_pink_03.png,59.0,138.0,66.0,376.0
90,1468846444578DSC_0272.png,72.0,238.0,194.0,417.0
91,JPEG_20161124_163039_1000728943777.png,125.0,182.0,40.0,448.0
92,JPEG_20160820_110116_1000778504855.png,162.0,269.0,118.0,401.0
93,1474711408767G2.png,65.0,163.0,90.0,390.0
94,1473749624462IMG_1174.png,69.0,240.0,197.0,408.0
95,1476860487551DSC_5649.png,37.0,95.0,50.0,414.0
96,1473231439135DeeplearnS11429.png,69.0,211.0,158.0,342.0
97,1472132432220DSC_0059.png,40.0,102.0,49.0,436.0
98,1475059845896DSC02404.png,32.0,79.0,44.0,341.0
99,JPEG_20161205_114001_1000254306960.png,38.0,108.0,46.0,480.0
100,1473750824594IMG_1031.png,54.0,230.0,188.0,383.0
101,1479158173735SinDenim12-11-20166751.png,33.0,87.0,44.0,391.0
102,JPEG_20161123_173647_1000600345662.png,211.0,271.0,53.0,429.0
103,JPEG_20161123_165707_1000305061541.png,121.0,177.0,39.0,442.0
104,1473231549663DeeplearnS11338.png,58.0,123.0,62.0,409.0
105,JPEG_20161126_121740_1000725504928.png,177.0,257.0,91.0,399.0
106,1473660967213DeeplearnS11248.png,58.0,142.0,79.0,322.0
107,1476785865049DSC_6784.png,67.0,219.0,169.0,360.0
108,1472288003019DSC_1710.png,31.0,84.0,39.0,377.0
109,JPEG_20160713_153002_100025423653.png,37.0,89.0,46.0,347.0
110,1472456863502DSC_1254.png,67.0,128.0,60.0,423.0
111,1474701525494DSC06953.png,103.0,160.0,54.0,423.0
112,147185858229820160817_145402.png,122.0,270.0,153.0,423.0
113,147437379273711473139153532-Roadster-Blue-Top-8161473139153276-2.png,54.0,122.0,63.0,433.0
114,JPEG_20160608_111129_1000168336490.png,126.0,228.0,107.0,401.0
115,1476883971112Untitled1.png,41.0,109.0,42.0,459.0
116,JPEG_20161123_174231_1000104878323.png,203.0,294.0,91.0,403.0
117,JPEG_20160810_110735_1000281841347.png,58.0,219.0,167.0,351.0
118,JPEG_20161028_151027_1000789295535.png,38.0,107.0,45.0,480.0
119,JPEG_20161126_123417_1000757906790.png,43.0,111.0,50.0,475.0
120,1469524779746DSC_0463.png,59.0,125.0,61.0,393.0
121,1479747294084SpringField16-11-201610820.png,34.0,87.0,52.0,393.0
122,JPEG_20160607_164354_1000425608121.png,76.0,134.0,42.0,426.0
123,1473418133263black-last-summer-maxi-dress2.png,36.0,198.0,170.0,335.0
124,147742613168120161025_160256.png,87.0,154.0,46.0,479.0
125,1476780044882DSC_6482.png,162.0,219.0,53.0,407.0
126,1468843548786DSC_0007.png,111.0,255.0,151.0,376.0
127,1478446796029DSC_2718.png,52.0,115.0,62.0,408.0
128,147444973626711473239803034-Mast--Harbour-Men-Blue-Printed-Regular-Boat-Shoes-3651473239802717-1.png,43.0,106.0,39.0,416.0
129,1481266172592DSC_0484.png,36.0,94.0,48.0,416.0
130,1467785811314DSC_0049.png,100.0,238.0,146.0,355.0
131,1477053628718DSC_8356.png,47.0,104.0,54.0,389.0
132,1472550995651DSC_1984.png,41.0,112.0,42.0,476.0
133,JPEG_20160524_153623_100059952343.png,114.0,171.0,57.0,405.0
134,1467891465126DSC_0648.png,55.0,190.0,162.0,338.0
135,JPEG_20160711_152752_1000672215282.png,116.0,168.0,41.0,404.0
136,1468667779771JPEG_20160712_145455_100079672619.png,127.0,179.0,38.0,402.0
137,1474115162012blush-leiluna-day-dress.png,56.0,121.0,62.0,369.0
138,JPEG_20161120_162332_1000773345753.png,93.0,154.0,43.0,454.0
139,JPEG_20160629_154719_100068674337.png,56.0,192.0,162.0,332.0
140,JPEG_20161207_171238_1000598923495.png,123.0,183.0,65.0,410.0
141,1475151221649DSC00458.png,193.0,248.0,45.0,408.0
142,1473748047485IMG_0477.png,106.0,191.0,87.0,438.0
143,1474123452574BRT467353-2.png,64.0,190.0,135.0,363.0
144,147772316843520161028_165054.png,45.0,104.0,58.0,407.0
145,JPEG_20160530_190527_1000205515013.png,68.0,193.0,130.0,375.0
146,JPEG_20161125_183420_1000895347198.png,35.0,199.0,173.0,340.0
147,JPEG_20161207_151642_1000616285603.png,44.0,109.0,44.0,440.0
148,1475063089796DSC00134.png,125.0,187.0,44.0,480.0
149,JPEG_20160629_163810_1000280214856.png,54.0,177.0,143.0,321.0
150,1462876582450DSC_0496.png,116.0,248.0,138.0,371.0
151,1475158905930DSC06909.png,54.0,116.0,61.0,383.0
152,JPEG_20161129_153427_1000334426091.png,42.0,104.0,54.0,442.0
153,JPEG_20161205_161713_1000651943559.png,85.0,148.0,43.0,454.0
154,JPEG_20161125_170315_1000447841657.png,89.0,180.0,89.0,400.0
155,1478971286066Soie9thNov20162288.png,46.0,182.0,159.0,319.0
156,JPEG_20160704_105452_100066371561.png,38.0,202.0,170.0,338.0
157,JPEG_20161124_172119_1000765574958.png,113.0,172.0,42.0,459.0
158,1474638820437DSC06363.png,81.0,137.0,45.0,420.0
159,JPEG_20160711_173916_1000530656867.png,149.0,203.0,39.0,413.0
160,1472818367545DSC_2874.png,45.0,111.0,40.0,440.0
161,1479737082099DSC_1153.png,64.0,203.0,157.0,359.0
162,147443851707711471842850363-Roadster-Men-Shirts-5431471842850124-1.png,32.0,88.0,41.0,404.0
163,JPEG_20160624_150916_1000300763521.png,153.0,268.0,124.0,406.0
164,147771813164020161028_161852.png,67.0,131.0,63.0,339.0
165,147445023060211472725177084-Roadster-Women-Blue-Solid-Regular-Fit-Regular-8731472725176967-2.png,96.0,245.0,155.0,390.0
166,1475007383989DSC022461.png,42.0,115.0,52.0,480.0
167,1473329435686SAB0023826001S039_det_4.png,44.0,94.0,53.0,310.0
168,JPEG_20161117_112906_1000316809468.png,69.0,144.0,48.0,480.0
169,1475318826990wine-kyla-midi-bodycon-dress2.png,54.0,204.0,165.0,341.0
170,JPEG_20161120_161044_100032006293.png,151.0,207.0,40.0,427.0
171,14714465378112.png,40.0,98.0,53.0,411.0
172,JPEG_20161129_171127_1000213157732.png,58.0,149.0,82.0,369.0
173,1480516425258E-mazingshawls29-11-201618303.png,52.0,203.0,171.0,347.0
174,1476882311088Untitled1.png,62.0,125.0,59.0,468.0
175,1474281673428heather-grey-katiana-tiered-day-dress2.png,52.0,128.0,66.0,331.0
176,147438118769711472209280498-Roadster-Men-Black-Solid-Polo-Collar-T-Shirt-2331472209280276-2.png,51.0,112.0,59.0,336.0
177,1480512858452IMG_0076.png,35.0,94.0,47.0,426.0
178,147323575900263073_XXX_v1.png,207.0,267.0,64.0,412.0
179,1468846931335DSC_0224.png,34.0,96.0,39.0,442.0
180,1475064457926DSC00168.png,168.0,218.0,37.0,386.0
181,1473432439779DSC_4674.png,61.0,204.0,168.0,357.0
182,JPEG_20161116_190503_1000288000859.png,209.0,272.0,65.0,432.0
183,1475500322043DSC_0231b.png,44.0,114.0,41.0,457.0
184,1472138146564DSC_0145.png,121.0,300.0,175.0,432.0
185,1475007428775DSC021121.png,69.0,223.0,179.0,379.0
186,JPEG_20161208_144117_1000588711920.png,133.0,262.0,134.0,369.0
187,JPEG_20161210_160004_1000477071579.png,115.0,237.0,126.0,360.0
188,1473409264211black-breezy-feeling-maxi-dress3.png,42.0,182.0,162.0,320.0
189,JPEG_20160805_132144_100085824378.png,131.0,191.0,64.0,411.0
190,1474095003330black-jody-shirt-dress3.png,52.0,160.0,118.0,326.0
191,1475007369581DSC022441.png,32.0,83.0,41.0,363.0
192,1480579075938E-mazingshawls29-11-201619251.png,66.0,195.0,137.0,401.0
193,JPEG_20160927_162857_1000313624336.png,85.0,150.0,44.0,468.0
194,JPEG_20160711_114303_1000419504567.png,87.0,241.0,156.0,363.0
195,JPEG_20161129_182233_1000810347662.png,36.0,92.0,51.0,405.0
196,JPEG_20160621_142736_1000303364859.png,94.0,236.0,147.0,354.0
197,1473662577331DeeplearnS11554.png,63.0,200.0,155.0,359.0
198,JPEG_20160229_143126_-2132482358.png,56.0,119.0,51.0,450.0
199,1473661111466DeeplearnS11317.png,69.0,214.0,161.0,348.0
200,147443982701311470828162845-Roadster-Green-Hooded-Bomber-Jacket-7531470828162548-6.png,64.0,125.0,60.0,416.0
201,1475157362210DSC06426.png,34.0,93.0,36.0,407.0
202,1471944321502DSC_0217.png,88.0,240.0,162.0,379.0
203,147772005100620161028_155246.png,51.0,142.0,88.0,325.0
204,JPEG_20160628_130636_1000451019949.png,103.0,209.0,107.0,401.0
205,1473315127501DeeplearnS11525.png,56.0,206.0,171.0,351.0
206,JPEG_20161126_171835_1000981879662.png,124.0,211.0,93.0,386.0
207,1472629146484w_superfeet_outside_bermuda_03.png,87.0,175.0,84.0,472.0
208,147394459737211472708549489-Roadster-Men-Blue-Regular-Fit-Washed-Denim-Casual-Shirt-9511472708549220-3.png,57.0,119.0,57.0,449.0
209,1479462314804soi15-11-20169842.png,34.0,199.0,171.0,336.0
210,JPEG_20161117_135450_100050423097.png,132.0,229.0,104.0,427.0
211,JPEG_20161202_181951_1000389733794.png,55.0,149.0,91.0,353.0
212,1479037748613Soie9thNov20162584.png,37.0,209.0,177.0,349.0
213,JPEG_20161121_164949_1000943244915.png,122.0,183.0,67.0,418.0
214,JPEG_20160923_182219_1000698824692.png,85.0,249.0,159.0,370.0
215,14581995541344.png,91.0,229.0,141.0,340.0
216,1480066711048IMG_0065.png,90.0,149.0,66.0,289.0
217,147742434495820161025_155613.png,131.0,172.0,30.0,348.0
218,1474274213098MS-8502324.png,75.0,139.0,44.0,455.0
219,1472824656333DSC_3248.png,92.0,152.0,50.0,460.0
220,1468820942502JPEG_20160709_122755_1000756271051.png,71.0,183.0,109.0,380.0
221,JPEG_20161118_185511_1000670461460.png,147.0,197.0,33.0,411.0
222,1472821698864DSC_2971.png,62.0,150.0,81.0,382.0
223,1476788444581DSC_6543.png,75.0,208.0,138.0,357.0
224,JPEG_20161125_181020_1000151239870.png,40.0,187.0,167.0,328.0
225,1471848081025DSC_0013.png,139.0,244.0,111.0,406.0
226,JPEG_20160625_114223_1000281104872.png,47.0,227.0,188.0,379.0
227,JPEG_20161125_171430_100060403121.png,70.0,208.0,148.0,337.0
228,1479546243851B.png,73.0,136.0,64.0,389.0
229,JPEG_20160706_104645_1000257959039.png,67.0,238.0,174.0,375.0
230,1473225879980PNG_9685.png,145.0,223.0,87.0,420.0
231,1474269320845grey-riley-ribbed-midi-dress2.png,49.0,177.0,155.0,312.0
232,1474716123580DSC07982.png,64.0,132.0,45.0,467.0
233,1473413097167DSC_4369.png,59.0,134.0,66.0,380.0
234,JPEG_20160625_161912_1000644430510.png,70.0,241.0,166.0,367.0
235,1476530197538Untitled4.png,63.0,130.0,43.0,454.0
236,147437531985511469695682843-Roadster-Maroon-Sweater-1311469695682530-1.png,34.0,97.0,41.0,452.0
237,JPEG_20160711_145543_10002896766.png,176.0,252.0,86.0,364.0
238,1473231585615DeeplearnS11477.png,69.0,208.0,150.0,376.0
239,1480966936100IMG_3147.png,39.0,94.0,50.0,399.0
240,1472132793763DSC_0035.png,51.0,115.0,50.0,453.0
241,JPEG_20161124_193525_1000709542299.png,71.0,245.0,167.0,371.0
242,1473664939588DeeplearnS11720.png,48.0,215.0,191.0,377.0
243,1479547037230Untitled1.png,60.0,124.0,63.0,411.0
244,1470904372171DSC_0111.png,39.0,97.0,52.0,418.0
245,JPEG_20161124_161201_1000544102277.png,87.0,139.0,39.0,393.0
246,JPEG_20161130_165114_1000580602847.png,39.0,217.0,193.0,375.0
247,1474639110569DSC06409.png,31.0,85.0,34.0,378.0
248,1480963701377IMG_2921.png,107.0,159.0,47.0,391.0
249,147771780127320161028_161002.png,34.0,92.0,43.0,415.0
250,1471430895715DSC_0062.png,63.0,135.0,68.0,342.0
251,JPEG_20160704_172338_1000946789103.png,44.0,191.0,165.0,330.0
252,1478783602537IMG_9678.png,55.0,185.0,155.0,326.0
253,1472819034248DSC_2749.png,113.0,244.0,135.0,351.0
254,1480575856657E-mazingshawls29-11-201618764.png,32.0,78.0,44.0,323.0
255,JPEG_20160608_144159_1000768651220.png,94.0,159.0,50.0,480.0
256,147394571294611472189347075-Numero-Uno-Grey-Waistcoat--491472189346859-1.png,56.0,120.0,59.0,370.0
257,1474019201618TOP8929812.png,65.0,189.0,132.0,391.0
258,147185296828520160818_162013.png,108.0,218.0,110.0,429.0
259,JPEG_20160630_170601_1000997152194.png,73.0,228.0,174.0,374.0
260,1475501185993GI16T191.png,112.0,231.0,120.0,368.0
261,147185848035120160819_114837.png,93.0,147.0,50.0,407.0
262,1473486265033DeeplearnS11777.png,46.0,102.0,51.0,351.0
263,JPEG_20161123_163554_1000731411812.png,204.0,264.0,67.0,402.0
264,1473316473062DeeplearnS11656.png,68.0,166.0,92.0,374.0
265,JPEG_20160810_140835_1000597340749.png,187.0,275.0,100.0,405.0
266,1473225739439PNG_9702.png,84.0,174.0,87.0,392.0
267,JPEG_20161124_195803_100099430369.png,62.0,176.0,118.0,391.0
268,147443863556911472703466718-RDSTR-Blue-Washed-Denim-Casual-Shirt-5131472703466859-5.png,40.0,101.0,55.0,444.0
269,JPEG_20161121_172209_1000787756526.png,65.0,231.0,185.0,385.0
270,JPEG_20160525_134308_1000103968085.png,68.0,127.0,45.0,430.0
271,JPEG_20160810_165445_1000341316393.png,67.0,127.0,60.0,417.0
272,1473329331206SAB0023807001S036_det_3.png,74.0,236.0,186.0,399.0
273,1474633815757DSC05985.png,56.0,189.0,156.0,323.0
274,1473659098134DeeplearnS11770.png,58.0,162.0,102.0,369.0
275,147742563318820161025_164134.png,24.0,67.0,32.0,312.0
276,JPEG_20160629_104959_1000926853356.png,121.0,186.0,74.0,360.0
277,147772426267420161028_163135.png,38.0,97.0,53.0,438.0
278,1473659700044DeeplearnS11832.png,57.0,201.0,164.0,340.0
279,1474101489845black-right-place-bodycon-dress.png,54.0,142.0,83.0,344.0
280,JPEG_20160625_173242_1000749463392.png,82.0,227.0,151.0,366.0
281,JPEG_20160709_165428_1000278925853.png,58.0,182.0,140.0,324.0
282,1479475602392soi15-11-201610020.png,38.0,233.0,192.0,381.0
283,1467785726272DSC_0041.png,107.0,232.0,130.0,364.0
284,1481112808304DSC_0011_earing.png,61.0,131.0,66.0,383.0
285,JPEG_20160711_163248_1000716054164.png,175.0,225.0,40.0,369.0
286,1472634054108DSC_2536.png,63.0,203.0,158.0,372.0
287,JPEG_20160920_160724_1000984295635.png,109.0,170.0,44.0,464.0
288,JPEG_20160625_113212_1000894876800.png,47.0,217.0,181.0,365.0
289,1480933463217_R2A1818.png,221.0,298.0,87.0,438.0
290,JPEG_20160627_163627_1000706975535.png,79.0,195.0,114.0,380.0
291,JPEG_20160630_152509_1000537134707.png,173.0,231.0,48.0,428.0
292,1473315244691DeeplearnS11573.png,37.0,227.0,188.0,373.0
293,147323978829014109_XXX_v5.png,71.0,130.0,58.0,421.0
294,1474271635578DSC_0367.png,147.0,273.0,138.0,390.0
295,JPEG_20161201_151834_1000320987812.png,35.0,98.0,43.0,456.0
296,147742499698920161025_160450.png,57.0,192.0,158.0,340.0
297,147742483030120161025_155841.png,56.0,158.0,103.0,358.0
298,JPEG_20160818_121117_1000743095030.png,90.0,146.0,43.0,425.0
299,148076549353620Dresses29-11-201617342.png,38.0,220.0,189.0,371.0
300,1473317655884DeeplearnS11204.png,125.0,180.0,39.0,439.0
301,1480513126010E-mazingshawls29-11-201617844.png,53.0,231.0,199.0,398.0
302,1474703151419DSC07156.png,31.0,84.0,39.0,375.0
303,JPEG_20161129_182441_1000809173220.png,77.0,175.0,94.0,352.0
304,JPEG_20160526_124312_1000493670498.png,86.0,278.0,190.0,423.0
305,1476782016727DSC_6529.png,120.0,187.0,73.0,459.0
306,1471435030188DSC_0084.png,104.0,200.0,98.0,385.0
307,1474001672018ANG9899742.png,59.0,121.0,42.0,432.0
308,JPEG_20160526_141311_1000969107307.png,35.0,90.0,47.0,392.0
309,JPEG_20161202_182909_100054709594.png,141.0,198.0,39.0,456.0
310,JPEG_20161126_203259_1000308607729.png,119.0,181.0,44.0,477.0
311,1475151267728DSC00470.png,80.0,260.0,207.0,436.0
312,JPEG_20160709_152001_1000103843222.png,55.0,120.0,60.0,359.0
313,JPEG_20160428_110251_1000715843186.png,113.0,174.0,43.0,465.0
314,1470809657915DSC_0045.png,87.0,154.0,69.0,433.0
315,JPEG_20160421_141656_1000684141399.png,69.0,189.0,119.0,371.0
316,1480508122513IMG_0056.png,98.0,200.0,103.0,366.0
317,1479746853648SpringField16-11-201610257.png,46.0,201.0,173.0,346.0
318,147771924895320161028_170751.png,89.0,150.0,44.0,451.0
319,JPEG_20161028_131736_1000552828689.png,32.0,92.0,39.0,428.0
320,JPEG_20161124_192812_1000819191902.png,91.0,150.0,59.0,436.0
321,1479152649857SinDenim12-11-20165979.png,37.0,91.0,48.0,379.0
322,1472456280718DSC_1243.png,85.0,142.0,51.0,437.0
323,JPEG_20161129_134826_1000586086880.png,82.0,235.0,159.0,393.0
324,1473486808383DeeplearnS11957.png,75.0,198.0,125.0,370.0
325,1473417980144black-lost-love-bodycon-midi-dress2.png,43.0,199.0,172.0,342.0
326,JPEG_20161126_175848_1000144259742.png,93.0,164.0,50.0,480.0
327,147438154063611472729334632-Roadster-Men-Black-Striped-Polo-Collar-T-Shirt-2691472729334719-2.png,65.0,195.0,139.0,389.0
328,1471008132074IMG_0233.png,82.0,214.0,129.0,447.0
329,1473660443173DeeplearnS11957.png,75.0,198.0,125.0,370.0
330,JPEG_20161124_155933_1000484401381.png,133.0,171.0,29.0,299.0
331,147437465124911470646655757-RDSTR-Blue--White-MotoGP-Washed-Printed-T-Shirt-5611470646655634-5.png,46.0,112.0,44.0,448.0
332,1467984692315DSC_0076.png,73.0,129.0,58.0,380.0
333,JPEG_20160804_115112_1000596276578.png,40.0,102.0,38.0,411.0
334,1472548677136DSC_1948.png,61.0,126.0,42.0,442.0
335,1473231523889DeeplearnS11926.png,37.0,218.0,182.0,360.0
336,147263057449516039m-fbbic-xl-1000x1000-imae29zruwck8ur2.png,67.0,197.0,137.0,345.0
337,1473315257725DeeplearnS11582.png,31.0,87.0,36.0,394.0
338,147444095979511472627624943-Roadster-Men-Tshirts-1301472627624773-5.png,35.0,100.0,42.0,464.0
339,1467738681134DSC_0404.png,99.0,232.0,140.0,345.0
340,1474269337452grey-take-my-time-midi-dress2.png,56.0,185.0,150.0,342.0
341,1480754291530DSC_2288.png,33.0,88.0,43.0,389.0
342,JPEG_20161130_182335_1000916666628.png,39.0,186.0,165.0,325.0
343,1467739743589DSC_0492.png,48.0,120.0,62.0,309.0
344,JPEG_20161129_145110_1000543874371.png,37.0,93.0,50.0,398.0
345,1468881437757DSC_0198.png,68.0,155.0,80.0,408.0
346,1475008017755DSC020621.png,57.0,112.0,52.0,402.0
347,1458178044499DSC_0183.png,59.0,181.0,133.0,352.0
348,1468390751025JPEG_20160704_174637_1000374499047.png,87.0,242.0,158.0,366.0
349,JPEG_20160810_161424_1000184117098.png,156.0,264.0,120.0,382.0
350,1480970288462IMG_3389.png,71.0,132.0,57.0,459.0
351,JPEG_20160701_142710_1000432734013.png,132.0,182.0,33.0,397.0
352,1470639079903DSC_0722.png,46.0,104.0,48.0,411.0
353,14752302751282.png,41.0,107.0,58.0,480.0
354,147437257609311471671414009-Roadster-Men-Red-Printed-Round-Neck-T-Shirt-7271471671413883-5.png,45.0,118.0,49.0,480.0
355,1472630178172m1livi316_peacockeye_l_alt_2.png,32.0,91.0,41.0,426.0
356,1480315331353_R2A3005.png,209.0,265.0,53.0,401.0
357,1471432538162DSC_0111.png,60.0,215.0,168.0,353.0
358,1475157625745DSC07240.png,66.0,153.0,82.0,386.0
359,1471612913368DSC_0223.png,56.0,115.0,57.0,404.0
360,JPEG_20160506_131548_1000605326095.png,75.0,134.0,56.0,448.0
361,JPEG_20161028_112117_1000439449578.png,165.0,219.0,39.0,419.0
362,147436990130711471686917020-Roadster-Men-Trousers-4101471686916790-1.png,52.0,167.0,129.0,329.0
363,1467785750172DSC_0043.png,78.0,234.0,168.0,387.0
364,1473661685139DeeplearnS11514.png,38.0,200.0,178.0,347.0
365,JPEG_20161014_221622_1000441291524.png,63.0,207.0,167.0,359.0
366,JPEG_20160924_140500_1000708658172.png,39.0,98.0,54.0,425.0
367,JPEG_20161120_171552_1000105541375.png,119.0,181.0,46.0,478.0
368,JPEG_20161210_143801_1000968058009.png,198.0,260.0,62.0,433.0
369,1478798308523Soie9thNov20160127.png,58.0,193.0,155.0,324.0
370,JPEG_20160711_164013_100053607401.png,208.0,302.0,101.0,423.0
371,JPEG_20160709_122047_1000847720714.png,58.0,199.0,162.0,337.0
372,147444554444611472731136473-Roadster-Women-White-Solid-Regular-Top-4001472731136575-5.png,93.0,229.0,140.0,372.0
373,JPEG_20161126_140048_1000354320892.png,43.0,102.0,60.0,421.0
374,JPEG_20160629_100410_1000368426076.png,123.0,278.0,143.0,381.0
375,JPEG_20160820_101823_1000883819160.png,128.0,258.0,137.0,383.0
376,1480067004496IMG_0096.png,67.0,201.0,145.0,384.0
377,1470637792975DSC_0630.png,87.0,141.0,38.0,403.0
